x_fit2,y_fit2
0.0,9.530056728080226
3.5353535353535355,12.867148641907185
7.070707070707071,16.204240555734145
10.606060606060606,19.541332469561105
14.141414141414142,22.878424383388065
17.67676767676768,26.215516297215025
21.21212121212121,29.552608211041985
24.747474747474747,32.889700124868945
28.282828282828284,36.226792038695905
31.81818181818182,39.563883952522865
35.35353535353536,42.900975866349825
38.88888888888889,46.238067780176785
42.42424242424242,49.575159694003744
45.95959595959596,52.912251607830704
49.494949494949495,56.249343521657664
53.03030303030303,59.586435435484624
56.56565656565657,62.923527349311584
60.101010101010104,66.26061926313855
63.63636363636364,69.5977111769655
67.17171717171718,72.93480309079247
70.70707070707071,76.27189500461942
74.24242424242425,79.60898691844639
77.77777777777779,82.94607883227334
81.31313131313132,86.28317074610031
84.84848484848484,89.62026265992726
88.38383838383838,92.95735457375422
91.91919191919192,96.29444648758118
95.45454545454545,99.63153840140814
98.98989898989899,102.9686303152351
102.52525252525253,106.30572222906207
106.06060606060606,109.64281414288902
109.5959595959596,112.97990605671599
113.13131313131314,116.31699797054294
116.66666666666667,119.65408988436991
120.20202020202021,122.99118179819686
123.73737373737374,126.32827371202383
127.27272727272728,129.66536562585077
130.8080808080808,133.00245753967772
134.34343434343435,136.33954945350473
137.87878787878788,139.67664136733168
141.41414141414143,143.01373328115864
144.94949494949495,146.3508251949856
148.4848484848485,149.68791710881254
152.02020202020202,153.0250090226395
155.55555555555557,156.36210093646645
159.0909090909091,159.6991928502934
162.62626262626264,163.0362847641204
166.16161616161617,166.37337667794736
169.6969696969697,169.71046859177432
173.23232323232324,173.04756050560127
176.76767676767676,176.38465241942822
180.3030303030303,179.72174433325517
183.83838383838383,183.05883624708213
187.37373737373738,186.39592816090914
190.9090909090909,189.73302007473603
194.44444444444446,193.07011198856304
197.97979797979798,196.40720390239
201.51515151515153,199.74429581621695
205.05050505050505,203.0813877300439
208.5858585858586,206.41847964387085
212.12121212121212,209.7555715576978
215.65656565656568,213.09266347152482
219.1919191919192,216.42975538535177
222.72727272727275,219.76684729917872
226.26262626262627,223.10393921300567
229.7979797979798,226.44103112683263
233.33333333333334,229.77812304065958
236.86868686868686,233.11521495448653
240.40404040404042,236.45230686831349
243.93939393939394,239.78939878214044
247.4747474747475,243.12649069596745
251.010101010101,246.4635826097944
254.54545454545456,249.80067452362135
258.0808080808081,253.1377664374483
261.6161616161616,256.47485835127526
265.1515151515152,259.81195026510227
268.6868686868687,263.1490421789292
272.22222222222223,266.4861340927562
275.75757575757575,269.8232260065831
279.29292929292933,273.1603179204101
282.82828282828285,276.49740983423703
286.3636363636364,279.834501748064
289.8989898989899,283.17159366189094
293.4343434343434,286.5086855757179
296.969696969697,289.8457774895449
300.5050505050505,293.18286940337185
304.04040404040404,296.5199613171988
307.57575757575756,299.85705323102576
311.11111111111114,303.1941451448527
314.64646464646466,306.53123705867966
318.1818181818182,309.8683289725066
321.7171717171717,313.20542088633357
325.2525252525253,316.5425128001606
328.7878787878788,319.87960471398753
332.32323232323233,323.2166966278145
335.85858585858585,326.55378854164144
339.3939393939394,329.8908804554684
342.92929292929296,333.2279723692954
346.4646464646465,336.5650642831223
350.0,339.90215619694925
